id;Ativo;Qtde;Valor_Unit;_Data_;Ord;Identificador;Corretagem;Emol;Tx
1;BPAN4;100;1.92;03/08/2017;C;BANCO_PAN_/_RECRUSUL;17.67;0.01;1.94
