Id;aÁoes;ativo;fechamento_ajustado
557;IOCHP-MAXION_ON;MYPK3;0.00
558;CELULOSE_IRANI_PN;RANI4;0.00
559;CELULOSE_IRANI_ON;RANI3;0.00
560;IRB_BRASIL_ON;IRBR9;0.00
561;IRB_BRASIL_ON;IRBR3;0.00
562;IRB_BRASIL_ON;IRBR9L;0.00
563;IRB_BRASIL_ON;IRBR1;0.00
564;Irrigacao_Santo_Andre_Sa..._PNA;IGSA5L;0.00
565;Ise_Indice_Sustentabilid...;ISEE11;0.00
566;Ishares_Carbon_Efficient;ICO211;0.00
567;ITAU_UNIBANCO_PN;ITUB4;0.00
568;ITAU_UNIBANCO_ON;ITUB3;0.00
569;ITAUSA_PN;ITSA4;0.00
570;ITAUSA_ON;ITSA3;0.00
571;Jahyr_Seixas_Goncalves_A..._PNA;JAHY5L;0.00
572;JBS_ON;JBSS3;0.00
573;JEREISSATI_ON;JPSA3;0.00
574;JHSF_PART_ON;JHSF3;0.00
575;JOAO_FORTES_ON;JFEN3;0.00
576;JOSAPAR_ON;JOPA3;0.00
577;JOSAPAR_PN;JOPA4;0.00
578;JSL_ON;JSLG3;0.00
579;JSL_ON;JSLG11;0.00
580;KARSTEN_ON;CTKA3;0.00
581;KARSTEN_PN;CTKA4;0.00
582;KEPLER_WEBER_ON;KEPL3;0.00
583;KEPLER_WEBER;KEPL11;0.00
584;KLABIN_PN;KLBN4;0.00
585;KLABIN_ON;KLBN3;0.00
586;Lavvi_Empreendimentos_Im..._ON;LAVV3;0.00
587;LIFEMED_ON;LMED3;0.00
588;LIGHT_ON;LIGT3;0.00
589;LINX_ON;LINX3;0.00
590;LIQ_ON;LIQO1;0.00
591;LIQ_ON;LIQO3;0.00
592;Litel_Participacoes_ON;LTEL3B;0.00
593;LITEL_PNA;LTEL5B;0.00
594;Litela_Participacoes_ON;LTLA3B;0.00
595;LOCALIZA_ON;RENT3;0.00
596;LOCAWEB_ON;LWSA3;0.00
597;LOG_Commercial_ON;LOGG3;0.00
598;LOG_IN_ON;LOGN3;0.00
599;LOJAS_AMERIC_ON;LAME9;0.00
600;LOJAS_AMERIC_PN;LAME10;0.00
601;LOJAS_AMERICANAS_PN;LAME4;0.00
602;LOJAS_AMERICANAS_ON;LAME3;0.00
603;LOJAS_AMERIC_PN;LAME2;0.00
604;LOJAS_AMERIC_ON;LAME1;0.00
605;LOJAS_MARISA_ON;AMAR3;0.00
606;Lojas_Quero-Quero_ON;LJQQ3;0.00
607;LOJAS_RENNER_ON;LREN3;0.00
608;LOPES_BRASIL_ON;LPSB3;0.00
609;LUPATECH_ON;LUPA3;0.00
610;LUPATECH_ON;LUPA11;0.00
611;M.DIAS_BRANCO_ON;MDIA3;0.00
612;MAESTRO_LOCADORA_ON;MSRO3;0.00
613;MAGAZINE_LUIZA_ON;MGLU3;0.00
614;METAL_LEVE_ON;LEVE3;0.00
615;Manaus_Hoteis_Turismo_PNA;MNHT5L;0.00
616;MANGELS_PN;MGEL4;0.00
617;MANGELS_ON;MGEL3;0.00
618;ESTRELA_PN;ESTR4;0.00
619;ESTRELA_ON;ESTR3;0.00
620;MARCOPOLO_PN;POMO4;0.00
621;MARCOPOLO_ON;POMO3;0.00
622;MARFRIG_ON;MRFG3;0.00
623;Maxvinil_Pnb_PNB;MAXV6L;0.00
624;Maxvinil_Pnb_PNC;MAXV7L;0.00
625;Meliuz_S.A_ON;CASH3;0.00
626;Melnick_Even_Desenvolvim..._ON;MELK3;0.00
627;MENDES_JR_PNA;MEND5;0.00
628;MENDES_JR_PNB;MEND6;0.00
629;MENDES_JR_ON;MEND3;0.00
630;MERCANTIL_DO_BRASIL_PN;MERC4;0.00
631;MERCANTIL_DO_BRASIL_ON;MERC3;0.00
632;METALFRIO_ON;FRIO3;0.00
633;METAL_IGUAÇU_PN;MTIG4;0.00
634;METAL_IGUAÇU_ON;MTIG3;0.00
635;GERDAU_MET_ON;GOAU3;0.00
636;GERDAU_MET_PN;GOAU4;0.00
637;RIO_SULENSE_ON;RSUL3;0.00
638;RIO_SULENSE_PN;RSUL4;0.00
639;METISA_ON;MTSA3;0.00
640;METISA_PN;MTSA4;0.00
641;Midlarge_Cap;MLCX11;0.00
642;MILLS_ON;MILS3;0.00
643;Minasmaquinas_ON;MMAQ3;0.00
644;Minasmaquinas_PN;MMAQ4;0.00
645;MINERVA_ON;BEEF11;0.00
646;MINERVA_ON;BEEF3;0.00
647;MINUPAR_ON;MNPR3;0.00
648;Mitre_Realty_Empreendimentos_E_Participacoes_LTDA;MTRE;0.00
649;MITRE_REALTY_ON;MTRE3;0.00
650;MMX_MINER;MMXM11;0.00
651;MMX_MINER_ON;MMXM3;0.00
652;MONT_ARANHA_ON;MOAR3;0.00
653;MOURA_DUBEAUX_ON;MDNE3;0.00
654;MOVIDA_ON;MOVI3;0.00
655;Mrs_Logistica_PNB;MRSA6B;0.00
656;Mrs_Logistica_ON;MRSA3B;0.00
657;Mrs_Logistica_PNA;MRSA5B;0.00
658;MRV_ON;MRVE3;0.00
659;MULTIPLAN_ON;MULT3;0.00
660;MUNDIAL_ON;MNDL3;0.00
661;NADIR_FIGUEIREDO_PN;NAFG4;0.00
662;NADIR_FIGUEI_ON;NAFG11L;0.00
663;NADIR_FIGUEI_ON;NAFG3L;0.00
664;NADIR_FIGUEI_PN;NAFG4L;0.00
665;NADIR_FIGUEIREDO_ON;NAFG3;0.00
666;NADIR_FIGUEI_PN;NAFG12L;0.00
667;NATURA_ON;NTCO1;0.00
668;NATURA_ON;NTCO9;0.00
669;NATURA_ON;NTCO9L;0.00
670;NATURA_ON;NTCO3;0.00
671;NEOENERGIA_ON;NEOE3;0.00
672;Neogrid_Participacoes_ON;NGRD3;0.00
673;NORDON_MET_ON;NORD3;0.00
674;Nortec_Quimica_ON;NRTQ3;0.00
675;NUTRIPLANT_ON;NUTR3;0.00
676;ODONTOPREV_ON;ODPV3;0.00
677;DOMMO_ON;DMMO1;0.00
678;DOMMO_ON;DMMO3;0.00
679;DOMMO_ON;DMMO11;0.00
680;OI_PN;OIBR4;0.00
681;OI_ON;OIBR3;0.00
682;Olvebasa_Pnb_PNB;OVBA6L;0.00
683;OMEGA_GER_ON;OMGE3;0.00
684;Opportunity_Energia_Part..._ON;OPHE3B;0.00
685;OSX_BRASIL_ON;OSXB3;0.00
686;OUROFINO_S/A_ON;OFSA3;0.00
687;Padtec_ON;PDTC;0.00
688;Padtec_ON;PDTC3;0.00
689;PANATLANTICA_ON;PATI9L;0.00
690;PANATLANTICA_PN;PATI4;0.00
691;PANATLANTICA_ON;PATI9;0.00
692;PANATLANTICA_ON;PATI3;0.00
693;PANATLANTICA_PN;PATI10;0.00
694;PANATLANTICA_PN;PATI10L;0.00
695;PARANAPANEMA_ON;PMAM3;0.00
696;Paulista_Praia_Hotel_PNA;PPHT5L;0.00
697;PORTOBELLO_ON;PTBL3;0.00
698;PDG_Companhia_Securitiza...;PDGS-CRI15B0;0.00
699;PDG_REALT_ON;PDGR3;0.00
700;Pedra_Grandepna_PNA;PDGD5L;0.00
701;Pet_Center_Comercio_E_Pa..._ON;PETZ3;0.00
702;PETRORIO_ON;PRIO3;0.00
703;PETROBRAS_BR_ON;BRDT3;0.00
704;PETROBRAS;PETR-DEB63L1;0.00
705;PETROBRAS_ON;PETR3;0.00
706;PETROBRAS_PN;PETR4;0.00
707;PETROBRAS;PETR-DEB63L0;0.00
708;PETROBRAS;PETR-DEB630B;0.00
709;PETROBRAS;PETR-DEB63B0;0.00
710;PETTENATI_PN;PTNT4;0.00
711;PETTENATI_ON;PTNT3;0.00
712;Pingu's_PNA;PNGU5L;0.00
713;Plano_&_Plano_Desenvolvi..._ON;PLPL3;0.00
714;PLASCAR_PART_ON;PLAS3;0.00
715;PLASCAR_PART_ON;PLAS11;0.00
716;Polo_Capital_Securitizad...;PLSC-CRI1CB0;0.00
717;Polpar_ON;PPAR3;0.00
718;POMIFRUTAS_ON;FRTA3;0.00
719;PORTO_SEGURO_ON;PSSA3;0.00
720;PORTO_SUDESTE;PSVM11;0.00
721;POSITIVO_TEC_ON;POSI3;0.00
722;PRATICA_PNR_M2_PN;PTCA11;0.00
723;PRATICA_PNR_M2_ON;PTCA3;0.00
724;CEPAC_-_PMSP;PMSP12BL;0.00
725;Prefeitura_Municipal_Sao...;PMSP12B;0.00
726;Prefeitura_Municipal_Sao...;PMSP11BL;0.00
727;Prefeitura_Municipal_Sao...;PMSP11B;0.00
728;Prefeitura_Municipal_Sao...;PMSP13B;0.00
729;PRINER_ON;PRNR3;0.00
730;Produtores_Energeticos_M..._ON;PRMN3B;0.00
731;PROFARMA_ON;PFRM3;0.00
732;Prompt_Participacoes_ON;PRPT3B;0.00
733;QUALICORP_ON;QUAL3;0.00
734;Quality_Software_ON;QUSW3;0.00
735;RAIA_DROGASIL_ON;RADL3;0.00
736;RANDON_PART_ON;RAPT3;0.00
737;RANDON_PART_PN;RAPT4;0.00
738;RB_Capital_Companhia_de_...;RBRA-CRA1BB0;0.00
739;RB_Capital_Companhia_de_...;RBRA-CRA16B0;0.00
740;RBCAPITALRES;RBRA-CRA14B0;0.00
741;RB_Capital_Companhia_de_...;RBRA-CRA19B0;0.00
742;RB_Capital_Companhia_de_...;RBRA-CRI1XB0;0.00
743;RB_Capital_Companhia_de_...;RBRA-CRIE60B;0.00
744;RB_Capital_Companhia_de_...;RBRA-CRIE6B0;0.00
745;RBCAPITALRES;RBRA-CRI80B0;0.00
746;RB_Capital_Companhia_de_...;RBRA-CRI77B0;0.00
747;RB_Capital_Companhia_de_...;RBRA-CRA13B0;0.00
748;RBCAPITALRES;RBRA-CRIE7B0;0.00
749;RB_Capital_Companhia_de_...;RBRA-CRA1CB0;0.00
750;RBCAPITALSEC;RBCS-CRI2RB0;0.00
751;RBCAPITALSEC;RBCS-CRI2QB0;0.00
752;RBCAPITALSEC;RBCS-CRI2PB0;0.00
753;RBCAPITALSEC;RBCS-CRI73B0;0.00
754;RBCAPITALSEC;RBCS-CRI84B0;0.00
755;RBCAPITALSEC;RBCS-CRI86B0;0.00
756;RBCAPITALSEC;RBCS-CRI87B0;0.00
757;RBCAPITALSEC;RBCS-CRI85B0;0.00
758;RBR_Private_CR;RBRY13;0.00
759;RECRUSUL_PN;RCSL4;0.00
760;RECRUSUL_ON;RCSL3;0.00
761;Rede_DOr_Sao_Luiz_ON;RDOR3;0.00
762;REDE_ENERGIA_ON;REDE3;0.00
763;REDE_ENERGIA_ON;REDE1;0.00
764;PET_MANGUINH_ON;RPMG3;0.00
765;RENOVA_PN;RNEW4;0.00
766;RENOVA_ON;RNEW3;0.00
767;LE_LIS_BLANC_ON;LLIS3;0.00
768;Rio_Cartado_PNB;RCTA6L;0.00
769;GER_PARANAP_PN;GEPA4;0.00
770;GER_PARANAP_ON;GEPA3;0.00
771;Riopec_Pnc_PNB;RIPC6L;0.00
772;Riopec_Pnc_PNC;RIPC7L;0.00
773;Riopec_Pnc_PND;RIPC8L;0.00
774;RNI_ON;RDNI3;0.00
775;Rocha_Santos_Agroind_PNB;RCST6L;0.00
776;Rondistur_Hoteis_Turismo_PNA;ROND5L;0.00
777;ROSSI_RESID_ON;RSID3;0.00
778;Rumo_Malha_Norte_PNB;FRRN6B;0.00
779;Rumo_Malha_Norte_PNA;FRRN5B;0.00
780;Rumo_Malha_Norte_ON;FRRN3B;0.00
781;RUMO_S.A_ON;RAIL3;0.00
782;SANSUY_ON;SNSY3;0.00
783;SANSUY_PNB;SNSY6;0.00
784;SANSUY_PNA;SNSY5;0.00
785;SANTOS_BRASIL_ON;STBP3;0.00
786;SÃO_CARLOS_ON;SCAR3;0.00
787;Sao_Francisco_Textil_PNA;CTVL5L;0.00
788;SÃO_MARTINHO_ON;SMTO3;0.00
789;ALPARGATAS_PN;ALPA4;0.00
790;ALPARGATAS_ON;ALPA3;0.00
791;SPTURIS_PNB;AHEB13;0.00
792;SP_TURISMO_PNA;AHEB5;0.00
793;SPTURIS_ON;AHEB1;0.00
794;SP_TURISMO_PNB;AHEB6;0.00
795;SPTURIS_PNA;AHEB11;0.00
796;SP_TURISMO_ON;AHEB3;0.00
797;SARAIVA_LIVR;SLED11;0.00
798;SARAIVA_LIVR;SLED13;0.00
799;SARAIVA_LIVR_PN;SLED4;0.00
800;SARAIVA_LIVR_ON;SLED1;0.00
801;SARAIVA_LIVR_ON;SLED3;0.00
802;SARAIVA_LIVR_PN;SLED2;0.00
803;SARAIVA_LIVR;SLED12;0.00
804;Sauipe_Sa_(ex_Parseg_Par..._PN;PSEG4;0.00
805;Sauipe_Sa_(ex_Parseg_Par..._ON;PSEG3;0.00
806;SCHULZ_PN;SHUL4;0.00
807;SCHULZ_ON;SHUL3;0.00
808;Sequoia_Logistica_e_Tran..._ON;SEQL3;0.00
809;SER_EDUCACIONAL_ON;SEER3;0.00
810;SERMAR_AGRO_PNA_PNA;SRAG5L;0.00
811;ALIPERTI_PN;APTI4;0.00
812;ALIPERTI_ON;APTI3;0.00
813;Simpar_ON;SIMH3;0.00
814;Sinop_Agro_Quimica_PNA;SNOP5L;0.00
815;SINQIA_ON;SQIA3;0.00
816;SLC_AGRICOLA_ON;SLCE3;0.00
817;Small_Cap;SMLL11;0.00
818;SMART_FIT_PNB;SMFT6;0.00
819;SMART_FIT_PNA;SMFT13;0.00
820;SMARTFIT_ON;SMFT3;0.00
821;SMILES_ON;SMLS3;0.00
822;ALIANSCE_SONAE_ON;ALSO3;0.00
823;SONDOTECNICA_PNB;SOND6;0.00
824;SONDOTECNICA_ON;SOND3;0.00
825;SONDOTECNICA_PNA;SOND5;0.00
826;SPRINGER_PNA;SPRI5;0.00
827;SPRINGER_PNB;SPRI6;0.00
828;SPRINGER_ON;SPRI3;0.00
829;SPRINGS_ON;SGPS3;0.00
830;STARA_ON;STTR3;0.00
831;Statkraft_Energias_Renov..._ON;STKF3;0.00
832;Sudeste_ON;OPSE3B;0.00
833;Suinos_Aves_Nordeste_Sa_..._PN;SUIA4L;0.00
834;Sul_116_Participacoes_ON;OPTS3B;0.00
835;SUL_AMERICA_ON;SULA3;0.00
836;SUL_AMERICA_PN;SULA4;0.00
837;SUZANO_HOLD_PNB;NEMO6;0.00
838;SUZANO_HOLD_ON;NEMO3;0.00
839;SUZANO_HOLD_PNA;NEMO5;0.00
840;SUZANO_PAPEL_ON;SUZB3;0.00
841;TIME_FOR_FUN_ON;SHOW3;0.00
842;FORJA_TAURUS_PN;TASA13;0.00
843;FORJA_TAURUS_PN;TASA4;0.00
844;FORJA_TAURUS_ON;TASA3;0.00
845;FORJA_TAURUS_PN;TASA17;0.00
846;FORJA_TAURUS_PN;TASA15;0.00
847;Taurus_Armas_ON;TAUR;0.00
848;Taurus_Armas_PN;TAUR4;0.00
849;FORJA_TAURUS_PN;FJTA15;0.00
850;FORJA_TAURUS_PN;FJTA17;0.00
851;FORJA_TAURUS_PN;FJTA13;0.00
852;Tbm_Textil_Bezerra_Menez..._PNA;TXBZ5L;0.00
853;Tecelagem_Texita_PNA;TTEX5L;0.00
854;TECHNOS_ON;TECN3;0.00
855;TECNISA_ON;TCSA3;0.00
856;TECNOSOLO_ON;TCNO3;0.00
857;TECNOSOLO_PN;TCNO4;0.00
858;TEGMA_ON;TGMA3;0.00
859;TEKA_PN;TEKA4;0.00
860;TEKA_ON;TEKA3;0.00
861;TEKNO_ON;TKNO3;0.00
862;TEKNO_PN;TKNO4;0.00
863;TELEBRAS_ON;TELB3;0.00
864;TELEBRAS_PN;TELB2;0.00
865;TELEBRAS_ON;TELB1;0.00
866;TELEBRAS_PN;TELB4;0.00
867;TELEF_BRASIL_ON;VIVT3;0.00
868;TELEF_BRASIL_PN;VIVT4;0.00
869;Terminal_Garagem_Menezes..._ON;MNZC3B;0.00
870;Terra_Bravia_Pn_PN;TBCC4L;0.00
871;TERRA_SANTA_ON;TESA3;0.00
872;TERRA_SANTA_ON;TESA12;0.00
873;TESTE_IPN_V2ON_ON;IPNN3;0.00
874;TEX_RENAUX_ON;TXRX3;0.00
875;TEX_RENAUX_PN;TXRX4;0.00
876;TIM_ON;TIMS3;0.00
877;TIM_ON;TIMP3;0.00
878;Tocantins_Agro_Avicola_PNB;TOCN6L;0.00
879;Tocantins_Agro_Avicola_PNA;TOCN5L;0.00
880;TOTVS_ON;TOTS3;0.00
881;TRIUNFO_PART_ON;TPIS3;0.00
882;Track_&_Field_PN;TFCO4;0.00
883;TRACK_&_FIELD_PN;TCOF4;0.00
884;Tramontina_PNB;TBLM6L;0.00
885;Transcontinental_Hoteis_..._PNA;TCTN5L;0.00
886;TAESA_PN;TAEE4;0.00
887;TAESA_ON;TAEE3;0.00
888;TREVISA_ON;LUXM3;0.00
889;TREVISA_PN;LUXM4;0.00
890;TRISUL_ON;TRIS3;0.00
891;CRISTAL_PNB;CRPG6;0.00
892;CRISTAL_PNA;CRPG5;0.00
893;CRISTAL_ON;CRPG3;0.00
894;True_Securitizadora;APCS-CRI050B;0.00
895;True_Securitizadora;APCS-CRI05B0;0.00
896;TUPY_ON;TUPY3;0.00
897;ULTRAPAR_ON;UGPA3;0.00
898;UNICASA_ON;UCAS3;0.00
899;UNIPAR_PNA;UNIP5;0.00
900;UNIPAR_PNB;UNIP6;0.00
901;UNIPAR_ON;UNIP3;0.00
902;Uptick_Participacoes_ON;UPKP3B;0.00
903;USIMINAS_PNB;USIM6;0.00
904;USIMINAS_ON;USIM3;0.00
905;USIMINAS_PNA;USIM5;0.00
906;UTILITIES;UTIL11;0.00
907;Vale_Bonito_PNB;VLBN6L;0.00
908;VALE_ON;VALE3;0.00
909;VALID_ON;VLID3;0.00
910;VBI_Log_CI;LVBI12;0.00
911;Vert_Companhia_Securitiz...;VERT-CRAA2B0;0.00
912;Vert_Companhia_Securitiz...;VERT-CRAE1B0;0.00
913;Vert_Companhia_Securitiz...;VERT-CRI41B0;0.00
914;VERTCIASEC;VERT-CRAA1B0;0.00
915;Vert_Companhia_Securitiz...;VERT-CRAE2B0;0.00
916;Vert_Companhia_Securitiz...;VERT-CRAA20B;0.00
917;VERTCIASEC;VERT-CRA120B;0.00
918;VERTCIASEC;VERT-CRAA10B;0.00
919;Vert_Companhia_Securitiz...;VERT-CRA110B;0.00
920;Vert_Companhia_Securitiz...;VERT-CRA11B0;0.00
921;VERTCIASEC;VERT-CRA12B0;0.00
922;Vert_Companhia_Securitiz...;VERT-CRA52B0;0.00
923;Vert_Companhia_Securitiz...;VERT-CRA51B0;0.00
924;VERTCIASEC;VERT-CRA41B0;0.00
925;VIA_VAREJO_ON;VVAR3;0.00
926;VIVARA_ON;VIVA3;0.00
927;VIVER_ON;VIVR3;0.00
928;VIVER_ON;VIVR1;0.00
929;VULCABRAS_ON;VULC3;0.00
930;WEG_ON;WEGE3;0.00
931;WETZEL_PN;MWET4;0.00
932;WETZEL_ON;MWET3;0.00
933;WHIRLPOOL_PN;WHRL4;0.00
934;WHIRLPOOL_ON;WHRL3;0.00
935;WIZ_S.A_ON;WIZS3;0.00
936;WLM_PN;WLMM4;0.00
937;WLM_ON;WLMM3;0.00
938;WTC_PNA;WTCM5L;0.00
939;Wtorre_Vrj_Securitizador...;WTVR-CRI11B0;0.00
940;XAVANTE_AGRO_PNA_PNA;XVTE5L;0.00
941;XINGUARA_IND_PNA_PNA;XING5L;0.00
942;XP_LOG_FII_COTAS;XPLG12;0.00
943;XP_Malls_FD_Inv;XPML13;0.00
944;ESTACIO_PART_ON;YDUQ3;0.00
945;3R_Petroleum_Oleo_E_Gas_..._ON;RRRP3;0.00
946;524_Participacoes_ON;QVQP3B;0.00
